Hanzi,Meaning
盲区,blind spot
最初两天,the first two days
电源键,the power button
约但河,the River Jordan
灭亡,to perish
行走,to walk
所罗门,Solomon
廊,corridor<br>collonade<br>porch
修殿节,Hanukkah<br>the Feast of the Dedication
比喻,figurative story<br>analogy<br>metaphor/simile<br>to compare
逃跑,to run away<br>to escape
盗贼,robber (w/ d)
丰盛,"rich, richness<br>sumptuous"
偷窃,"to steal, to pilfer<br>theft"
强盗,robber (w/ q)
夺,to seize<br>to take away forcibly<br>to wrest control of
无非,nothing more than...
正如...,just as...<br>precisely as...
瞎子,a blind person (w/ x)
瞎眼,blind (adj. - w/ x)
僭妄,blasphemy (presumption)
纷争,to dispute<br>a dispute (w/ f)
马可,Mark
起头,beginning (n. - w/ q)
以赛亚,Isaiah
使者,messenger
玛拉基,Malachi
蝗虫,locust
不配,"""don't deserve<br>unworthy"""
喜悦,pleased<br>joyful<br>delight
拿撒勒,Nazareth
雅各,Jacob (sometimes James)
跟从我,follow me
文士,scribe
污鬼,unclean spirit
肯,to consent<br>to be willing
对抗,to resist (w/ d)<br>to withstand<br>to fight<br>confrontation
研究所,research intstitute
棋子,piece (in a game)<br>pawn (used by others for their own purposes)
医护人员,medic<br>medical personnel
治愈,to cure
轮到你了,"""it's your turn"""
抽牌,to draw a card
一轮,a turn (in a game)<br>a round
表亲,"""cousins (mother's side)"""
堂亲,"""cousins (father's side)"""
卡片,card
疏远,to drift apart<br>to become estranged<br>estranged<br>distant
树莓,raspberry
松软,"soft, fluffy (of food)"
排斥&nbsp;,"to repel (say, of charges)<br>to exclude"
追踪,"to track (stats, animals, etc.)<br>to trace/pursue"
心态,"""attitude (of the heart)<br>state of one's psyche"""
采用,"to adopt, to employ, to use"
打印机,printer
建模,modelling (as in to establish models)
南瓜,pumpkin
南瓜派,pumpkin pie
主菜,main course
前菜,appetizer
配菜,a side dish
货比三家,to shop around
后遗症,"after-effects (of an illness, something bad...)<br>aftermath"
血管,blood vessel
瘫痪,paralysis<br>to be paralyzed (lit. and fig.)
瘫子,a lame person<br>a paralytic
轮回,reincarnation
消防部,fire department
消防员,firefighter
消防车,fire truck
惹,to stir up<br>to cause (problems)
祸,calamity (w/ h)<br>disaster
月亮惹的祸,"""it's the moon's fault<br>troubled by the moon<br>vexed by the moon"""
天然气,natural gas
待命,to be on-call<br>standby
脑震荡,concussion
修理厂,repair shop
拖车,to tow (a vehicle)<br>a tow truck
气囊,air bag (in a vehicle)
弹出来,to pop out
弹出,to pop up<br>to eject<br>to exit from
氯气,chlorine
红疹,rash
旱鸭子,"""a dry duck (a land-lover, someone who can't swim)"""
腰围,waistline
榜样,role model<br>example (not 原型)
大汗淋漓,dripping with sweat
淋漓,dripping wet
暖气,heating
湿冷,clammy
暖炉,space heater
炉子,stove<br>oven<br>furnace
供暖,to supply heating<br>to provide heating
短袖,short sleeves<br>short sleeved shirt
袖子,sleeve
晾,to hang to dry in the air
晾干,to dry in the sun
二合一,2-in-1
阳台,balcony
朝南,to face south<br>facing south
蒸馏水,distilled water
纯净水,purified water
加湿器,humidifier
过滤,to filter
穿过,to pass through
抽湿器,dehumidifier
风扇,a fan
进行精神层面的交流,to communicate on a spiritual level
掌控,to take control<br>to take over<br>to control
掌控世界,to take over the world
渺小,insignificant<br>small
海啸,tsunami
旗袍,Qipao
长袜,stockings<br>knee-high socks
背心,tank top/vest
卫衣,Hoodie
&nbsp;连指手套,mittens
耳罩,earmuffs
运动鞋,Sneakers
凉鞋,sandals
雨靴,rain boots
皮鞋,leather shoes
鹿皮鞋,Moccasins
手镯,bracelet
耳环,earring
袖扣,cufflinks
手帕,handkerchief
雨衣,rain coat
扣子,button
尼龙,nylon
绒,velvet
牛仔布,denim
皮革,leather
亚麻,linen
毛皮,fur (of an animal)
预防,to prevent (w/ y)<br>prevention
前两天,the first two days
埋怨,to complain (w/ m)
牢骚,complaint<br>discontent<br>to complain (w/ l)
守,to defend (w/ sh)<br>to guard
砸,to smash<br>to pound
欢呼,to cheer for<br>to acclaim
错过,"to miss (a train, an opportunity, etc...)"
交响乐,symphony
空手道,karate
悬崖,cliff
滑雪,to ski<br>skiing
单板,snow board
单板滑雪,snowboarding
花样,"tricks, fancy style"
死得很惨,to die tragically
抬下去,to carry down (something somewhere)
深远,profound (not 深刻)
世界杯,the World Cup
急死,worried sick<br>the anxiety is killing me
打法,style/manner of play
球门,goal (in soccer)
射门,to shoot (a ball towards the goal)
大喊大叫,yelling and screaming (idiom)<br>to make a racket
发牢骚,to whine<br>to be grouchy
恨不得,"""can't wait...<br>can't bear to wait any longer..."""
怀念,nostalgia<br>to cherish the memory of...
鄙视,to despise<br>to look down upon
奥利奥,Oreo
集市,"fair (market, bazaar)"
食物中毒,food poisoning
好奇,to wonder...
蒸锅,steamer (for food)
印象深刻,memorable (impressive)
咸菜,pickled vegetables
泡汤,to fizzle out (to soak in soup)<br>to fail
加密货币,cryptocurrency
加密,to encrypt<br>encryption
货币,currency
北极光,the Northern Lights
苏格兰,Scotland
现场,on-site<br>the site/scene
浆糊,paste (n.)
有活力&nbsp;,energetic (of a person)<br>vital
重新装满,"to refill (a bottle, etc...)"
色欲,Lust (w/ s)
暴食,Gluttony
贪婪,Greed<br>avarice
怠惰,Sloth<br>idleness
愤怒,Wrath
嫉妒,Envy
傲慢,Pride
原生,original<br>native<br>proto-
欲望,Desire
纵欲,to indulge<br>indulgence
野心,ambition (negative)<br>careerism
利益,"""to benefit (w/ l)<br>(one's) interest"""
个人利益,self-interest
背信弃义,treachery<br>breaking faith and abandoning right (idiom)
动机信,personal statement/motivation letter
势利,snobbish
残忍,cruel<br>merciless<br>ruthless
罪恶,sin
评判,to judge (a competition)<br>to appraise
虚荣,vanity
傲慢,Pride
愤怒,Wrath
懒惰,Sloth (the sin - w/ l)
贪欲,Greed (not 贪婪)
淫欲,Lust (w/ y)
食欲,Gluttony (w/ sh)
预感,premonition (feeling)<br>presentiment
封建,feudal<br>feaudalism<br>feudalistic
悲伤,"sad, sorroful (w/ b)<br>grief, sorrow"
土生土长的中国人,born and raised chinese
烦躁,irritable (of a person)
闷,stuffy<br>smothered<br>covered tightly
控制不住自己,"""can't control myself"""
梳理,to comb (fig. to sort out)
期望,to expect<br>to have expectations<br>to hope<br>to earnestly hope
呼噜,to snore
和好,to make up<br>to reconcile
犯困,to get sleepy (coll.)
人格,personality<br>integrity<br>dignity
反思,to reflect (thoughfully)
回顾,to look back<br>to review
模糊,vauge<br>indistinct<br>fuzzy<br>blurry
逃避,to escape/avoid (not 逃跑)<br>to shirk<br>to evade
具象,representational<br>figurative
潜意识,subconcious (not 下意识)<br>unconcious mind
广阔,broad<br>wide<br>vast
分裂,to split (something)<br>to divide<br>fission
局外人,an outsider (person)
微不足道,negligible<br>insignificant
场景,scene<br>scenario
舒适,cozy<br>snug
所谓,so-called...
容纳,to accomade (tolerate)<br>to contain<br>to hold
消化,to digest<br>digestion
情绪,mood (w/ q)
或许,perhaps (more formal than 也许)
智者,sage<br>wise man<br>the Wise
哈哈大笑,to burst out into laughter<br>to laugh heartily
眼神,"""the expression or emotion showing in one's eyes"""
行军,to march (an army)<br>a march
善用,to put (smth) to good use
绷带,bandage
有力,powerful
斧头,axe
援手,aid (w/ y)<br>assistance
甘道夫,Gandalf
定睛,"""to fix one's eyes on"""
意料,to expect (w/ yi)<br>to anticipate
出人意料,"""out of man's expectation<br>unexpected (idiom)"""
紧急关头,critical juncture<br>crucial moment
关头,juncture<br>moment
致敬,"""to salute<br>to pay one's respects to"""
你赢我一个！,You beat me by one!
嗓音,voice (not 声音)
洪亮,loud and clear<br>resonant<br>sonorous
喊道,to yell (h_ d_)
矮人,Dwarf
四周,all around<br>all about
精灵,"elves, fairies, etc."
骑士,knight<br>rider
沐浴,to bathe<br>to immerse
沐浴在阳光中,bathed in sunlight
重逢,reunion<br>to meet again
蛮,quite
美好,"beautiful, good, fine (w/ m)"
核酸,DNA (short)<br>nucleic acid
展望,outlook (w/ zh)<br>prospects<br>to look ahead
环节,aspect (of a project)<br>sector (of the economy)<br>stage (of a process - w/ h)
默契,a tacit understanding<br>rapport
接纳,to admit (to membership)
荏苒,to slip away (literary - of time)
时光荏苒,time slips away... (time flies)
张扬,flamboyant<br>to display ostentatiously
历程,"course, process (w/ l - not 路程)"
勉励,encourage (w/ m)
夸奖,to praise (w/ k)<br>to compliment
在前五的,in the top five
有多半时候,most of the time (not 大部分)
抄,"to make a copy, to plagiarize"
科目,academic subject (not 领域)
学前班,preschool
纯正,"pure, unadulterated (not 清纯)"
布置,to put in order<br>to assign (homework)
显著,"notable, remarkable, outstanding"
尬在那儿,to just be there stupidly (awkwardly)
双节棍,nunchuck
李小龙,Bruce Li
自然而然会觉得。。。,you will naturally feel...
难学,difficult to study
长途,long distance<br>long haul
混血,mixed race<br>mixed blood
如画,picturesque
琐碎,trivial<br>triffling
中上水平,mid-to-upper level
白费,"""to waste (one's energy - w/ b)"""
茂盛,lush
旅游旺季,tourist season
反季节,off-season (tourist)
一座岛,an island
角落,corner<br>nook
小雨,drizzle<br>light rain
雨滴,rain drop
避开,to avoid (w/ b - not 避免)<br>to evade
风景如画,picturesque (of a landscape)
改编,"adaptation (of a book, etc.)<br>to adapt"
隐秘,secret (not 秘密)
棘手,tricky (of a problem)<br>thorny
晚熟,late bloomer<br>late blooming
早熟,early bloomer<br>early blooming<br>precocious
孤立,isolated (not 隔离)<br>to isolate
加载,"to load (a file, cargo...)"
加载不出来,"""(it) isn't loading"""
灯塔,lighthouse
痴情,infatuation (emotional w/ ch - not 痴迷)<br>infatuated
有化学反应,to have (romantic) chemistry
两全其美,"""to satisfy a rivals demands (idiom)<br>to have it both ways<br>to get the best of both worlds<br>to have one's cake and eat it too"""
耕地,to plow<br>arable land
耕种,to cultivate (land)<br>to till
车道,lane (of traffic)<br>driveway
婉约,"reserved, graceful and subdued (style)"
停顿,a pause (in speak)
它被剪切掉了,"it was cut (from a movie, etc.)"
粘人,clingy (of a person)
因人而异,varies from person to person (idiom)
气质,"temperament, personality traits (w/ q)"
豪爽,outspoken and straightforward (not 直白）<br>forthright
糙,"crass<br>rough, coarse (texture)"
可悲,"sad, lamentable"
创伤,trauma (physical or mental)
双标,double standard
双重,double
人品,(moral/personal) character
让人怀疑的,suspicious
挺身而出,to step forward bravely<br>to stand up<br>to come forward
小混混,hooligan<br>rogue
刻意,"deliberately, meticulously (w/ k)"
阴影,shadow (lit. and fig.)
无视,to ignore<br>to disregard
书呆子,"nerd, bookworm"
防备心,"""(one's) guard"""
职场,workplace<br>jobmarket
珍惜,to cherish<br>to treasure
困扰,to bother (w/ k)<br>to trouble<br>to disturb
变速器,transmission (of a vehicle)
中大奖,to win the lottery
底部,the bottom (of something)
沉寂,"silence, stillness (not 沉默 which is of a person)"
日复一日,day after day
跑偏,to deviate<br>to go off track<br>to go sideways (figuratively)
住客,hotel guest<br>tennant
松鼠,squirrel
好使,easy to use<br>to work well
房贷,mortgage
店面,a shop front<br>storefront
丢硬币,to toss a coin
反驳,to retort<br>to refute
迷茫,bewildered<br>perplexed<br>at a loss
阵营,camp (as in place or group of people)
客栈,tavern<br>guest house<br>inn
度假屋,vacation home
秘书长,secretary (of a government department)<br>secretary general
皮匠,cobbler
智慧,wisdom
发愁,to worry (w/ f)
夸,"to praise, to boast"
诸葛亮,Zhuge Liang
可喜,gratifying
溺爱,"to spoil, to pamper, to dote on"
相处,"to be in contact (w/ somebody)<br>to associate, to interact<br>to get along (well, poorly)"
才华,talent
大臣,minister (in government)
仗,"war, battle"
巧妙,clever
口才,eloquence
高原反应,altitude sickness
客栈的老板,innkeeper
调整,to adjust<br>adjustment
上相,photogenic
生儿育女,to raise children
副作用,side effect
仅仅因为这件事本身,"""for it's own sake"""
在日常生活中,in everyday life...
亲朋好友,friends and family
积极方面,the bright side<br>positive aspects
编辑,"to edit, editor"
无法意料,unexpected
民兵,militia<br>militiaman
预备,to prepare (w/ y)<br>to make ready<br>preparation
宪法,constitution (legal)
上膛,to load (a gun)
上膛的枪,a loaded gun
民众,the people (w/ m)<br>the masses
荒谬,absurd (not 荒唐)
枪击案,a shooting
让人印象深刻,impressive
在州的层面,at the state level
方案,plan (w/ f)<br>proposal
指环王,The Lord of the Rings
大的提升,a big boost
智能,(an) intelligence<br>smart (tech)<br>intelligent
胡说,nonsense<br>poppycock
撒网,"""to cast one's net"""
消失不见,to ghost (someone)
悲观,pessimistic
乐观,optimistic
除非,unless
。。。什么的,...or something
心意,"""one's heart/mind<br>feelings"""
变了心意,"""to have a change of heart<br>to change one's mind"""
坎坷,bumpy (of a road)<br>rough/rocky (of a situation)
人设,"""(one's public) persona"""
咨询师,consultant
修假,to take vacation (not 度假)
修带薪假,to take PTO
带薪假,PTO
时代广场,Times Square
倒数,a countdown<br>reciprocal
倒 (4th tone),backward<br>reversed<br>upside down
倒 (3rd tone),to fall (which dao?)<br>to collapse
倒车,to back up (a car)
翻车,to flip over a car
喝倒彩,to boo
倒彩,boos and jeers
敞篷车,convertible (car)
海市蜃楼,a mirage
心平气和,tranquil and even tempered
我们大吵了一架,we had a big fight
莫名,"inexplicable, exceeding strange<br>indescribable, ineffable"
发起火来,to get in a rage<br>to rouse
发火,to get angry (w/ fa)
深色的眼睛,dark eyes
胜仗,"a victory, a victorious battle"
传说故事,a legend
尊敬,"to respect, to revere"
总理,prime minister (w/ z)
相当于,is equivalent to...
加起来,to add up
等着瞧,wait and see
命题,proposition (logic)
没戏,"""(coll.) not a chance, no way<br>it's over"""
骚动,commotion<br>disturbance<br>uproar<br>to become restless
拥抱,to embrace<br>to hug
非黑即白,black-and-white<br>clear cut
荷尔蒙,horomone
费洛蒙,pheromone
威胁,to threaten<br>to menace
现阶段,at the present stage
顺其自然,to let nature take its course
保鲜期,shelf-life
保鲜,to keep fresh
迷恋,to be infatuated with (not 痴迷)<br>infatuation<br>fetish
