,Unnamed: 0,Hanzi,Meaning,Reading,Color,Mean Word,Sound,Traditional,Silhouette,Traditional_Colored
1479,1479,美好,"beautiful, good, fine (w/ m)",<span class = 'tone3'>měihǎo</span>,<span class = 'tone3'>美好</span>,,,美好,_ _,<span class = 'tone3'>美好</span>
1480,1480,核酸,DNA (short)<br>nucleic acid,<span class = 'tone2'>hé</span><span class = 'tone1'>suān</span>,<span class = 'tone2'>核</span><span class = 'tone1'>酸</span>,,,核酸,_ _,<span class = 'tone2'>核</span><span class = 'tone1'>酸</span>
1481,1481,展望,outlook (w/ zh)<br>prospects<br>to look ahead,<span class = 'tone3'>zhǎn</span><span class = 'tone4'>wàng</span>,<span class = 'tone3'>展</span><span class = 'tone4'>望</span>,,,展望,_ _,<span class = 'tone3'>展</span><span class = 'tone4'>望</span>
1482,1482,环节,aspect (of a project)<br>sector (of the economy)<br>stage (of a process - w/ h),<span class = 'tone2'>huánjié</span>,<span class = 'tone2'>环节</span>,,,環節,_ _,<span class = 'tone2'>環節</span>
1483,1483,默契,a tacit understanding<br>rapport,<span class = 'tone4'>mòqì</span>,<span class = 'tone4'>默契</span>,,,默契,_ _,<span class = 'tone4'>默契</span>
1484,1484,接纳,to admit (to membership),<span class = 'tone1'>jiē</span><span class = 'tone4'>nà</span>,<span class = 'tone1'>接</span><span class = 'tone4'>纳</span>,,,接納,_ _,<span class = 'tone1'>接</span><span class = 'tone4'>納</span>
1485,1485,荏苒,to slip away (literary - of time),<span class = 'tone3'>rěnrǎn</span>,<span class = 'tone3'>荏苒</span>,,,荏苒,_ _,<span class = 'tone3'>荏苒</span>
1486,1486,时光荏苒,time slips away... (time flies),<span class = 'tone2'>shí</span><span class = 'tone1'>guāng </span><span class = 'tone3'>rěnrǎn</span>,<span class = 'tone2'>时</span><span class = 'tone1'>光</span><span class = 'tone5'>荏</span><span class = 'tone3'>苒</span>,,,時光荏苒,_ _ _ _,<span class = 'tone2'>時</span><span class = 'tone1'>光</span><span class = 'tone5'>荏</span><span class = 'tone3'>苒</span>
1487,1487,张扬,flamboyant<br>to display ostentatiously,<span class = 'tone1'>zhāng</span><span class = 'tone2'>yáng</span>,<span class = 'tone1'>张</span><span class = 'tone2'>扬</span>,,,張揚,_ _,<span class = 'tone1'>張</span><span class = 'tone2'>揚</span>
1488,1488,历程,"course, process (w/ l - not 路程)",<span class = 'tone4'>lì</span><span class = 'tone2'>chéng</span>,<span class = 'tone4'>历</span><span class = 'tone2'>程</span>,,,歷程,_ _,<span class = 'tone4'>歷</span><span class = 'tone2'>程</span>
1489,1489,勉励,encourage (w/ m),<span class = 'tone3'>miǎn</span><span class = 'tone4'>lì</span>,<span class = 'tone3'>勉</span><span class = 'tone4'>励</span>,,,勉勵,_ _,<span class = 'tone3'>勉</span><span class = 'tone4'>勵</span>
1490,1490,夸奖,to praise (w/ k)<br>to compliment,<span class = 'tone1'>kuā</span><span class = 'tone3'>jiǎng</span>,<span class = 'tone1'>夸</span><span class = 'tone3'>奖</span>,,,誇獎,_ _,<span class = 'tone1'>誇</span><span class = 'tone3'>獎</span>
1491,1491,在前五的,in the top five,<span class = 'tone4'>zài </span><span class = 'tone2'>qián </span><span class = 'tone3'>wǔ </span><span class = 'tone5'>de</span>,<span class = 'tone4'>在</span><span class = 'tone5'>前</span><span class = 'tone2'>五</span><span class = 'tone5'>的</span>,,,在前五的,_ _ _ _,<span class = 'tone4'>在</span><span class = 'tone5'>前</span><span class = 'tone2'>五</span><span class = 'tone5'>的</span>
1492,1492,有多半时候,most of the time (not 大部分),<span class = 'tone3'>yǒu </span><span class = 'tone1'>duō</span><span class = 'tone4'>bàn </span><span class = 'tone2'>shí</span><span class = 'tone4'>hòu</span>,<span class = 'tone3'>有</span><span class = 'tone5'>多</span><span class = 'tone1'>半</span><span class = 'tone4'>时</span><span class = 'tone5'>候</span>,,,有多半時候,_ _ _ _ _,<span class = 'tone3'>有</span><span class = 'tone5'>多</span><span class = 'tone1'>半</span><span class = 'tone4'>時</span><span class = 'tone5'>候</span>
1493,1493,抄,"to make a copy, to plagiarize",<span class = 'tone1'>chāo</span>,<span class = 'tone1'>抄</span>,,,抄,_,<span class = 'tone1'>抄</span>
1494,1494,科目,academic subject (not 领域),<span class = 'tone1'>kē</span><span class = 'tone4'>mù</span>,<span class = 'tone1'>科</span><span class = 'tone4'>目</span>,,,科目,_ _,<span class = 'tone1'>科</span><span class = 'tone4'>目</span>
1495,1495,学前班,preschool,<span class = 'tone2'>xué qián </span><span class = 'tone1'>bān</span>,<span class = 'tone2'>学</span><span class = 'tone5'>前</span><span class = 'tone2'>班</span>,,,學前班,_ _ _,<span class = 'tone2'>學</span><span class = 'tone5'>前</span><span class = 'tone2'>班</span>
1496,1496,纯正,"pure, unadulterated (not 清纯)",<span class = 'tone2'>chún</span><span class = 'tone4'>zhèng</span>,<span class = 'tone2'>纯</span><span class = 'tone4'>正</span>,,,純正,_ _,<span class = 'tone2'>純</span><span class = 'tone4'>正</span>
1497,1497,布置,to put in order<br>to assign (homework),<span class = 'tone4'>bùzhì</span>,<span class = 'tone4'>布置</span>,,,佈置,_ _,<span class = 'tone4'>佈置</span>
1498,1498,显著,"notable, remarkable, outstanding",<span class = 'tone3'>xiǎn</span><span class = 'tone4'>zhù</span>,<span class = 'tone3'>显</span><span class = 'tone4'>著</span>,,,顯著,_ _,<span class = 'tone3'>顯</span><span class = 'tone4'>著</span>
1499,1499,尬在那儿,to just be there stupidly (awkwardly),"<span class = 'tone5'>""</span><span class = 'tone4'>gà zài nà</span><span class = 'tone5'>'er""</span>",<span class = 'tone5'>尬</span><span class = 'tone4'>在</span><span class = 'tone5'>那</span><span class = 'tone4'>儿</span>,,,尬在那兒,_ _ _ _,<span class = 'tone5'>尬</span><span class = 'tone4'>在</span><span class = 'tone5'>那</span><span class = 'tone4'>兒</span>
1500,1500,双节棍,nunchuck,<span class = 'tone1'>shuāng</span><span class = 'tone2'>jié </span><span class = 'tone4'>gùn</span>,<span class = 'tone1'>双</span><span class = 'tone2'>节</span><span class = 'tone5'>棍</span>,,,雙節棍,_ _ _,<span class = 'tone1'>雙</span><span class = 'tone2'>節</span><span class = 'tone5'>棍</span>
1501,1501,李小龙,Bruce Li,<span class = 'tone5'>Lǐ Xi</span><span class = 'tone3'>ǎo</span><span class = 'tone2'>lóng</span>,<span class = 'tone5'>李小龙</span>,,,李小龍,_ _ _,<span class = 'tone5'>李小龍</span>
1502,1502,自然而然会觉得。。。,you will naturally feel...,"<span class = 'tone5'>""</span><span class = 'tone4'>zì</span><span class = 'tone2'>rán</span><span class = 'tone5'>'</span><span class = 'tone2'>é</span><span class = 'tone5'>r</span><span class = 'tone2'>rán </span><span class = 'tone4'>huì </span><span class = 'tone2'>juédé</span><span class = 'tone5'>...""</span>",<span class = 'tone5'>自</span><span class = 'tone4'>然</span><span class = 'tone2'>而</span><span class = 'tone5'>然</span><span class = 'tone2'>会</span><span class = 'tone5'>觉</span><span class = 'tone2'>得</span><span class = 'tone5'>。。。</span>,,,自然而然會覺得。。。,_ _ _ _ _ _ _ 。。。,<span class = 'tone5'>自</span><span class = 'tone4'>然</span><span class = 'tone2'>而</span><span class = 'tone5'>然</span><span class = 'tone2'>會</span><span class = 'tone5'>覺</span><span class = 'tone2'>得</span><span class = 'tone5'>。。。</span>
1503,1503,难学,difficult to study,<span class = 'tone2'>nán xué</span>,<span class = 'tone2'>难</span><span class = 'tone5'>学</span>,,,難學,_ _,<span class = 'tone2'>難</span><span class = 'tone5'>學</span>
1504,1504,长途,long distance<br>long haul,<span class = 'tone2'>chángtú</span>,<span class = 'tone2'>长途</span>,,,長途,_ _,<span class = 'tone2'>長途</span>
1505,1505,混血,mixed race<br>mixed blood,<span class = 'tone4'>hùn</span><span class = 'tone3'>xiě</span>,<span class = 'tone4'>混</span><span class = 'tone3'>血</span>,,,混血,_ _,<span class = 'tone4'>混</span><span class = 'tone3'>血</span>
1506,1506,如画,picturesque,<span class = 'tone2'>rú</span><span class = 'tone4'>huà</span>,<span class = 'tone2'>如</span><span class = 'tone4'>画</span>,,,如畫,_ _,<span class = 'tone2'>如</span><span class = 'tone4'>畫</span>
1507,1507,琐碎,trivial<br>triffling,<span class = 'tone3'>suǒ</span><span class = 'tone4'>suì</span>,<span class = 'tone3'>琐</span><span class = 'tone4'>碎</span>,,,瑣碎,_ _,<span class = 'tone3'>瑣</span><span class = 'tone4'>碎</span>
1508,1508,中上水平,mid-to-upper level,<span class = 'tone1'>zhōng </span><span class = 'tone4'>shàng </span><span class = 'tone3'>shuǐ</span><span class = 'tone2'>píng</span>,<span class = 'tone1'>中</span><span class = 'tone5'>上</span><span class = 'tone4'>水</span><span class = 'tone5'>平</span>,,,中上水平,_ _ _ _,<span class = 'tone1'>中</span><span class = 'tone5'>上</span><span class = 'tone4'>水</span><span class = 'tone5'>平</span>
1509,1509,白费,"""to waste (one's energy - w/ b)""",<span class = 'tone2'>bái</span><span class = 'tone4'>fèi</span>,<span class = 'tone2'>白</span><span class = 'tone4'>费</span>,,,白費,_ _,<span class = 'tone2'>白</span><span class = 'tone4'>費</span>
1510,1510,茂盛,lush,<span class = 'tone4'>màoshèng</span>,<span class = 'tone4'>茂盛</span>,,,茂盛,_ _,<span class = 'tone4'>茂盛</span>
1511,1511,旅游旺季,tourist season,<span class = 'tone3'>lǚ</span><span class = 'tone2'>yóu </span><span class = 'tone4'>wàngjì</span>,<span class = 'tone3'>旅</span><span class = 'tone2'>游</span><span class = 'tone5'>旺</span><span class = 'tone4'>季</span>,,,旅遊旺季,_ _ _ _,<span class = 'tone3'>旅</span><span class = 'tone2'>遊</span><span class = 'tone5'>旺</span><span class = 'tone4'>季</span>
1512,1512,反季节,off-season (tourist),<span class = 'tone3'>fǎn </span><span class = 'tone4'>jì</span><span class = 'tone2'>jié</span>,<span class = 'tone3'>反</span><span class = 'tone5'>季</span><span class = 'tone4'>节</span>,,,反季節,_ _ _,<span class = 'tone3'>反</span><span class = 'tone5'>季</span><span class = 'tone4'>節</span>
1513,1513,一座岛,an island,<span class = 'tone1'>yī</span><span class = 'tone4'>zuò </span><span class = 'tone3'>dǎo</span>,<span class = 'tone1'>一</span><span class = 'tone4'>座</span><span class = 'tone5'>岛</span>,,,一座島,_ _ _,<span class = 'tone1'>一</span><span class = 'tone4'>座</span><span class = 'tone5'>島</span>
1514,1514,角落,corner<br>nook,<span class = 'tone3'>jiǎo</span><span class = 'tone4'>luò</span>,<span class = 'tone3'>角</span><span class = 'tone4'>落</span>,,,角落,_ _,<span class = 'tone3'>角</span><span class = 'tone4'>落</span>
1515,1515,小雨,drizzle<br>light rain,<span class = 'tone3'>xiǎoyǔ</span>,<span class = 'tone3'>小雨</span>,,,小雨,_ _,<span class = 'tone3'>小雨</span>
1516,1516,雨滴,rain drop,<span class = 'tone3'>yǔ</span><span class = 'tone1'>dī</span>,<span class = 'tone3'>雨</span><span class = 'tone1'>滴</span>,,,雨滴,_ _,<span class = 'tone3'>雨</span><span class = 'tone1'>滴</span>
1517,1517,避开,to avoid (w/ b - not 避免)<br>to evade,<span class = 'tone4'>bì</span><span class = 'tone1'>kāi</span>,<span class = 'tone4'>避</span><span class = 'tone1'>开</span>,,,避開,_ _,<span class = 'tone4'>避</span><span class = 'tone1'>開</span>
1518,1518,风景如画,picturesque (of a landscape),<span class = 'tone1'>fēng</span><span class = 'tone3'>jǐng </span><span class = 'tone2'>rú </span><span class = 'tone4'>huà</span>,<span class = 'tone1'>风</span><span class = 'tone3'>景</span><span class = 'tone5'>如</span><span class = 'tone2'>画</span>,,,風景如畫,_ _ _ _,<span class = 'tone1'>風</span><span class = 'tone3'>景</span><span class = 'tone5'>如</span><span class = 'tone2'>畫</span>
1519,1519,改编,"adaptation (of a book, etc.)<br>to adapt",<span class = 'tone3'>gǎi</span><span class = 'tone1'>biān</span>,<span class = 'tone3'>改</span><span class = 'tone1'>编</span>,,,改編,_ _,<span class = 'tone3'>改</span><span class = 'tone1'>編</span>
1520,1520,隐秘,secret (not 秘密),<span class = 'tone3'>yǐn</span><span class = 'tone4'>mì</span>,<span class = 'tone3'>隐</span><span class = 'tone4'>秘</span>,,,隱祕,_ _,<span class = 'tone3'>隱</span><span class = 'tone4'>祕</span>
1521,1521,棘手,tricky (of a problem)<br>thorny,<span class = 'tone2'>jí</span><span class = 'tone3'>shǒu</span>,<span class = 'tone2'>棘</span><span class = 'tone3'>手</span>,,,棘手,_ _,<span class = 'tone2'>棘</span><span class = 'tone3'>手</span>
1522,1522,晚熟,late bloomer<br>late blooming,<span class = 'tone3'>wǎn</span><span class = 'tone2'>shú</span>,<span class = 'tone3'>晚</span><span class = 'tone2'>熟</span>,,,晚熟,_ _,<span class = 'tone3'>晚</span><span class = 'tone2'>熟</span>
1523,1523,早熟,early bloomer<br>early blooming<br>precocious,<span class = 'tone3'>zǎo</span><span class = 'tone2'>shú</span>,<span class = 'tone3'>早</span><span class = 'tone2'>熟</span>,,,早熟,_ _,<span class = 'tone3'>早</span><span class = 'tone2'>熟</span>
1524,1524,孤立,isolated (not 隔离)<br>to isolate,<span class = 'tone1'>gū</span><span class = 'tone4'>lì</span>,<span class = 'tone1'>孤</span><span class = 'tone4'>立</span>,,,孤立,_ _,<span class = 'tone1'>孤</span><span class = 'tone4'>立</span>
1525,1525,加载,"to load (a file, cargo...)",<span class = 'tone1'>jiā</span><span class = 'tone4'>zài</span>,<span class = 'tone1'>加</span><span class = 'tone4'>载</span>,,,加載,_ _,<span class = 'tone1'>加</span><span class = 'tone4'>載</span>
1526,1526,加载不出来,"""(it) isn't loading""",<span class = 'tone1'>jiā</span><span class = 'tone4'>zài bù </span><span class = 'tone1'>chū</span><span class = 'tone2'>lái</span>,<span class = 'tone1'>加</span><span class = 'tone4'>载</span><span class = 'tone5'>不</span><span class = 'tone4'>出</span><span class = 'tone5'>来</span>,,,加載不出來,_ _ _ _ _,<span class = 'tone1'>加</span><span class = 'tone4'>載</span><span class = 'tone5'>不</span><span class = 'tone4'>出</span><span class = 'tone5'>來</span>
1527,1527,灯塔,lighthouse,<span class = 'tone1'>dēng</span><span class = 'tone3'>tǎ</span>,<span class = 'tone1'>灯</span><span class = 'tone3'>塔</span>,,,燈塔,_ _,<span class = 'tone1'>燈</span><span class = 'tone3'>塔</span>
1528,1528,痴情,infatuation (emotional w/ ch - not 痴迷)<br>infatuated,<span class = 'tone1'>chī</span><span class = 'tone2'>qíng</span>,<span class = 'tone1'>痴</span><span class = 'tone2'>情</span>,,,癡情,_ _,<span class = 'tone1'>癡</span><span class = 'tone2'>情</span>
1529,1529,有化学反应,to have (romantic) chemistry,<span class = 'tone3'>yǒu </span><span class = 'tone4'>huà</span><span class = 'tone2'>xué </span><span class = 'tone3'>fǎn</span><span class = 'tone4'>yìng</span>,<span class = 'tone3'>有</span><span class = 'tone5'>化</span><span class = 'tone4'>学</span><span class = 'tone2'>反</span><span class = 'tone5'>应</span>,,,有化學反應,_ _ _ _ _,<span class = 'tone3'>有</span><span class = 'tone5'>化</span><span class = 'tone4'>學</span><span class = 'tone2'>反</span><span class = 'tone5'>應</span>
1530,1530,两全其美,"""to satisfy a rivals demands (idiom)<br>to have it both ways<br>to get the best of both worlds<br>to have one's cake and eat it too""",<span class = 'tone3'>liǎng</span><span class = 'tone2'>quán qí </span><span class = 'tone3'>měi</span>,<span class = 'tone3'>两</span><span class = 'tone2'>全</span><span class = 'tone5'>其</span><span class = 'tone2'>美</span>,,,兩全其美,_ _ _ _,<span class = 'tone3'>兩</span><span class = 'tone2'>全</span><span class = 'tone5'>其</span><span class = 'tone2'>美</span>
1531,1531,耕地,to plow<br>arable land,<span class = 'tone1'>gēng</span><span class = 'tone4'>dì</span>,<span class = 'tone1'>耕</span><span class = 'tone4'>地</span>,,,耕地,_ _,<span class = 'tone1'>耕</span><span class = 'tone4'>地</span>
1532,1532,耕种,to cultivate (land)<br>to till,<span class = 'tone1'>gēng</span><span class = 'tone4'>zhòng</span>,<span class = 'tone1'>耕</span><span class = 'tone4'>种</span>,,,耕種,_ _,<span class = 'tone1'>耕</span><span class = 'tone4'>種</span>
1533,1533,车道,lane (of traffic)<br>driveway,<span class = 'tone1'>chē</span><span class = 'tone4'>dào</span>,<span class = 'tone1'>车</span><span class = 'tone4'>道</span>,,,車道,_ _,<span class = 'tone1'>車</span><span class = 'tone4'>道</span>
1534,1534,具,"tool, instrument<br>to possess, to have",<span class = 'tone4'>jù</span>,<span class = 'tone4'>具</span>,,,具,_,<span class = 'tone4'>具</span>
1535,1535,张,"to open up, to spread<br>sheet",<span class = 'tone1'>zhāng</span>,<span class = 'tone1'>张</span>,,,張,_,<span class = 'tone1'>張</span>
1536,1536,亮,"bright, clear<br>resonant<br>to shine, to show",<span class = 'tone4'>liàng</span>,<span class = 'tone4'>亮</span>,,,亮,_,<span class = 'tone4'>亮</span>
1537,1537,容,"to hold, to contain<br>to allow, to tolerate",<span class = 'tone2'>róng</span>,<span class = 'tone2'>容</span>,,,容,_,<span class = 'tone2'>容</span>
